"wage","gender","age","ageclass","ageclass2","emptype","hours","macroarea","region","citizenship","education"
1930,"Male",51,"50-54","45-54","Male",60,"nord","Trentino alto Adige","italian","college or more"
980,"Female",43,"40-44","35-44","Female",22,"nord","Lombardia","italian","professional high school"
1350,"Male",47,"45-49","45-54","Male",42,"center","Toscana","italian","middle school"
1430,"Female",46,"45-49","45-54","Female",40,"nord","Piemonte","italian","middle school"
890,"Female",24,"20-24","15-24","Female",19,"nord","Trentino alto Adige","italian","high school"
1690,"Female",51,"50-54","45-54","Female",40,"center","Toscana","italian","high school"
1600,"Male",60,"60-64","55-64","Male",36,"south","Basilicata","italian","high school"
2000,"Female",39,"35-39","35-44","Female",30,"center","Lazio","italian","college or more"
850,"Male",48,"45-49","45-54","Male",44,"center","Lazio","non-ue","high school"
1100,"Female",37,"35-39","35-44","Female",36,"center","Lazio","italian","high school"
1400,"Male",40,"40-44","35-44","Male",40,"nord","Emilia Romagna","italian","high school"
1830,"Male",56,"55-59","55-64","Male",38,"center","Toscana","italian","high school"
900,"Male",22,"20-24","15-24","Male",40,"center","Lazio","non-ue","middle school"
1430,"Male",42,"40-44","35-44","Male",50,"nord","Lombardia","non-ue","high school"
1200,"Male",60,"60-64","55-64","Male",36,"center","Toscana","italian","high school"
250,"Female",72,"70-74","65-74","Female",20,"nord","Friuli Venezia Giulia","italian","middle school"
800,"Male",28,"25-29","25-34","Male",40,"center","Lazio","non-ue","elementary school"
2000,"Female",51,"50-54","45-54","Female",40,"nord","Lombardia","italian","college or more"
1800,"Male",49,"45-49","45-54","Male",40,"south","Campania","italian","high school"
870,"Female",62,"60-64","55-64","Female",30,"center","Toscana","italian","professional high school"
2000,"Male",50,"50-54","45-54","Male",40,"nord","Lombardia","italian","high school"
1800,"Female",41,"40-44","35-44","Female",40,"nord","Piemonte","italian","professional high school"
1500,"Female",33,"30-34","25-34","Female",40,"nord","Piemonte","italian","high school"
2200,"Male",52,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","middle school"
1960,"Female",30,"30-34","25-34","Female",40,"center","Toscana","italian","college or more"
1600,"Male",61,"60-64","55-64","Male",36,"nord","Lombardia","italian","college or more"
1200,"Male",59,"55-59","55-64","Male",40,"center","Marche","italian","professional high school"
1120,"Male",38,"35-39","35-44","Male",40,"nord","Lombardia","italian","high school"
1300,"Female",51,"50-54","45-54","Female",40,"nord","Piemonte","italian","middle school"
1600,"Male",64,"60-64","55-64","Male",36,"south","Calabria","italian","high school"
1200,"Female",55,"55-59","55-64","Female",36,"nord","Friuli Venezia Giulia","italian","high school"
600,"Female",44,"40-44","35-44","Female",20,"nord","Lombardia","non-ue","college or more"
800,"Female",27,"25-29","25-34","Female",30,"center","Umbria","italian","college or more"
1600,"Female",50,"50-54","45-54","Female",36,"nord","Friuli Venezia Giulia","italian","college or more"
1350,"Male",44,"40-44","35-44","Male",40,"center","Umbria","italian","high school"
2000,"Female",48,"45-49","45-54","Female",38,"nord","Trentino alto Adige","italian","college or more"
1600,"Male",37,"35-39","35-44","Male",40,"nord","Friuli Venezia Giulia","italian","high school"
1450,"Male",61,"60-64","55-64","Male",40,"center","Umbria","non-ue","no schooling"
1200,"Female",48,"45-49","45-54","Female",40,"center","Lazio","ue","college or more"
500,"Female",55,"55-59","55-64","Female",40,"south","Sardegna","italian","high school"
1260,"Male",51,"50-54","45-54","Male",40,"south","Sardegna","italian","middle school"
1490,"Male",40,"40-44","35-44","Male",18,"south","Basilicata","italian","college or more"
1370,"Male",55,"55-59","55-64","Male",40,"nord","Piemonte","italian","high school"
1700,"Male",43,"40-44","35-44","Male",40,"center","Marche","italian","college or more"
1000,"Male",29,"25-29","25-34","Male",30,"nord","Lombardia","italian","high school"
2030,"Male",60,"60-64","55-64","Male",36,"nord","Friuli Venezia Giulia","italian","high school"
1200,"Male",23,"20-24","15-24","Male",60,"center","Marche","italian","high school"
1120,"Male",20,"20-24","15-24","Male",40,"nord","Piemonte","italian","professional high school"
500,"Female",61,"60-64","55-64","Female",36,"center","Lazio","italian","middle school"
1040,"Female",22,"20-24","15-24","Female",40,"nord","Piemonte","non-ue","professional high school"
1650,"Male",48,"45-49","45-54","Male",40,"south","Sardegna","italian","college or more"
1660,"Female",59,"55-59","55-64","Female",36,"south","Sardegna","italian","high school"
1200,"Male",42,"40-44","35-44","Male",45,"center","Lazio","italian","high school"
1300,"Male",47,"45-49","45-54","Male",40,"center","Lazio","italian","high school"
1500,"Male",31,"30-34","25-34","Male",40,"nord","Piemonte","italian","college or more"
1030,"Male",35,"35-39","35-44","Male",25,"nord","Lombardia","non-ue","professional high school"
1010,"Female",53,"50-54","45-54","Female",32,"south","Sardegna","italian","high school"
800,"Female",62,"60-64","55-64","Female",24,"center","Lazio","italian","high school"
700,"Female",31,"30-34","25-34","Female",20,"nord","Lombardia","italian","high school"
1400,"Female",59,"55-59","55-64","Female",26,"nord","Lombardia","italian","high school"
900,"Female",44,"40-44","35-44","Female",25,"south","Sardegna","italian","middle school"
1400,"Male",47,"45-49","45-54","Male",40,"south","Molise","italian","middle school"
1400,"Female",44,"40-44","35-44","Female",60,"south","Sicilia","italian","middle school"
1350,"Female",48,"45-49","45-54","Female",40,"nord","Lombardia","italian","middle school"
1760,"Male",55,"55-59","55-64","Male",40,"center","Toscana","italian","middle school"
1910,"Male",45,"45-49","45-54","Male",38,"center","Lazio","italian","high school"
1250,"Female",44,"40-44","35-44","Female",40,"nord","Piemonte","italian","high school"
1450,"Male",30,"30-34","25-34","Male",40,"center","Lazio","italian","middle school"
2620,"Male",46,"45-49","45-54","Male",40,"nord","Veneto","italian","college or more"
810,"Male",47,"45-49","45-54","Male",24,"nord","Lombardia","italian","high school"
1160,"Female",38,"35-39","35-44","Female",40,"nord","Liguria","italian","college or more"
850,"Female",63,"60-64","55-64","Female",40,"center","Marche","ue","high school"
1200,"Female",22,"20-24","15-24","Female",40,"center","Umbria","non-ue","middle school"
1600,"Female",44,"40-44","35-44","Female",36,"center","Umbria","italian","college or more"
1580,"Male",29,"25-29","25-34","Male",40,"nord","Trentino alto Adige","italian","professional high school"
1300,"Male",35,"35-39","35-44","Male",40,"south","Sicilia","italian","middle school"
2320,"Male",48,"45-49","45-54","Male",45,"nord","Piemonte","italian","college or more"
1400,"Male",45,"45-49","45-54","Male",40,"nord","Lombardia","ue","high school"
1650,"Female",56,"55-59","55-64","Female",36,"center","Toscana","italian","high school"
250,"Male",57,"55-59","55-64","Male",6,"nord","Trentino alto Adige","italian","middle school"
1050,"Male",37,"35-39","35-44","Male",50,"south","Puglia","italian","middle school"
940,"Female",59,"55-59","55-64","Female",20,"south","Calabria","non-ue","middle school"
1200,"Male",33,"30-34","25-34","Male",50,"nord","Valle d'Aosta","ue","high school"
1520,"Male",50,"50-54","45-54","Male",40,"nord","Trentino alto Adige","italian","middle school"
1800,"Male",51,"50-54","45-54","Male",40,"nord","Liguria","italian","college or more"
800,"Male",46,"45-49","45-54","Male",30,"south","Sicilia","italian","middle school"
250,"Female",30,"30-34","25-34","Female",6,"nord","Lombardia","non-ue","high school"
1910,"Male",43,"40-44","35-44","Male",40,"nord","Piemonte","italian","high school"
1500,"Female",39,"35-39","35-44","Female",24,"nord","Lombardia","italian","high school"
1600,"Female",33,"30-34","25-34","Female",40,"south","Basilicata","italian","college or more"
1800,"Male",47,"45-49","45-54","Male",40,"nord","Lombardia","italian","middle school"
800,"Male",20,"20-24","15-24","Male",30,"south","Sardegna","italian","high school"
1400,"Male",55,"55-59","55-64","Male",40,"south","Puglia","italian","middle school"
1000,"Male",62,"60-64","55-64","Male",28,"center","Lazio","italian","high school"
1300,"Male",37,"35-39","35-44","Male",40,"center","Umbria","ue","high school"
910,"Female",28,"25-29","25-34","Female",35,"nord","Trentino alto Adige","italian","middle school"
1200,"Female",52,"50-54","45-54","Female",40,"nord","Friuli Venezia Giulia","italian","middle school"
2120,"Male",46,"45-49","45-54","Male",40,"nord","Lombardia","italian","middle school"
1630,"Female",54,"50-54","45-54","Female",22,"south","Puglia","italian","college or more"
1350,"Female",43,"40-44","35-44","Female",30,"nord","Trentino alto Adige","italian","high school"
1150,"Female",34,"30-34","25-34","Female",36,"nord","Friuli Venezia Giulia","italian","college or more"
1350,"Male",46,"45-49","45-54","Male",40,"south","Sicilia","italian","college or more"
1940,"Female",47,"45-49","45-54","Female",40,"nord","Emilia Romagna","italian","high school"
1150,"Female",45,"45-49","45-54","Female",27,"nord","Emilia Romagna","italian","college or more"
1370,"Female",49,"45-49","45-54","Female",36,"center","Marche","italian","middle school"
1000,"Female",43,"40-44","35-44","Female",40,"south","Campania","italian","middle school"
1550,"Male",47,"45-49","45-54","Male",48,"nord","Liguria","italian","high school"
1300,"Male",51,"50-54","45-54","Male",40,"nord","Liguria","italian","high school"
3000,"Male",59,"55-59","55-64","Male",45,"center","Lazio","italian","high school"
1100,"Female",42,"40-44","35-44","Female",40,"center","Marche","italian","middle school"
1500,"Male",52,"50-54","45-54","Male",40,"south","Basilicata","italian","middle school"
1720,"Male",41,"40-44","35-44","Male",40,"nord","Emilia Romagna","italian","high school"
2750,"Male",43,"40-44","35-44","Male",38,"south","Abruzzo","italian","college or more"
1790,"Male",44,"40-44","35-44","Male",45,"nord","Lombardia","italian","high school"
1100,"Female",50,"50-54","45-54","Female",36,"center","Lazio","italian","professional high school"
1500,"Male",47,"45-49","45-54","Male",38,"nord","Trentino alto Adige","italian","high school"
1600,"Female",53,"50-54","45-54","Female",38,"nord","Lombardia","italian","college or more"
1200,"Male",26,"25-29","25-34","Male",40,"nord","Emilia Romagna","italian","high school"
1600,"Male",37,"35-39","35-44","Male",40,"center","Umbria","italian","high school"
1300,"Female",38,"35-39","35-44","Female",40,"south","Molise","italian","high school"
1200,"Male",38,"35-39","35-44","Male",40,"center","Umbria","non-ue","middle school"
1560,"Female",39,"35-39","35-44","Female",19,"nord","Veneto","italian","college or more"
1030,"Male",51,"50-54","45-54","Male",34,"south","Sicilia","italian","professional high school"
1850,"Male",52,"50-54","45-54","Male",50,"nord","Piemonte","italian","middle school"
3000,"Female",44,"40-44","35-44","Female",38,"nord","Piemonte","italian","college or more"
1750,"Male",51,"50-54","45-54","Male",40,"nord","Piemonte","italian","high school"
1600,"Female",47,"45-49","45-54","Female",37,"nord","Lombardia","italian","high school"
920,"Female",33,"30-34","25-34","Female",30,"south","Abruzzo","italian","high school"
2550,"Male",53,"50-54","45-54","Male",40,"south","Basilicata","italian","college or more"
1600,"Female",58,"55-59","55-64","Female",30,"south","Molise","italian","high school"
1210,"Male",38,"35-39","35-44","Male",36,"center","Lazio","italian","college or more"
1540,"Male",50,"50-54","45-54","Male",40,"center","Umbria","italian","middle school"
1500,"Female",35,"35-39","35-44","Female",36,"nord","Veneto","italian","college or more"
600,"Male",29,"25-29","25-34","Male",40,"south","Calabria","italian","middle school"
1570,"Female",38,"35-39","35-44","Female",39,"nord","Emilia Romagna","italian","high school"
800,"Male",59,"55-59","55-64","Male",40,"nord","Veneto","non-ue","no schooling"
900,"Female",34,"30-34","25-34","Female",28,"nord","Valle d'Aosta","italian","middle school"
1600,"Male",52,"50-54","45-54","Male",40,"south","Campania","non-ue","high school"
1290,"Male",36,"35-39","35-44","Male",40,"nord","Lombardia","italian","professional high school"
1300,"Male",54,"50-54","45-54","Male",40,"south","Campania","italian","professional high school"
1430,"Male",60,"60-64","55-64","Male",36,"south","Sardegna","italian","high school"
1610,"Female",28,"25-29","25-34","Female",24,"nord","Emilia Romagna","italian","college or more"
1950,"Male",50,"50-54","45-54","Male",36,"nord","Piemonte","italian","high school"
1840,"Female",53,"50-54","45-54","Female",36,"south","Sicilia","italian","high school"
1820,"Male",47,"45-49","45-54","Male",36,"center","Toscana","italian","middle school"
930,"Male",22,"20-24","15-24","Male",20,"south","Sicilia","non-ue","no schooling"
1590,"Female",49,"45-49","45-54","Female",18,"south","Sicilia","italian","college or more"
700,"Male",45,"45-49","45-54","Male",30,"nord","Liguria","non-ue","college or more"
3000,"Male",63,"60-64","55-64","Male",38,"south","Sicilia","italian","college or more"
1700,"Female",60,"60-64","55-64","Female",30,"nord","Veneto","italian","high school"
1400,"Male",39,"35-39","35-44","Male",36,"nord","Friuli Venezia Giulia","italian","middle school"
850,"Female",46,"45-49","45-54","Female",19,"nord","Trentino alto Adige","italian","high school"
1760,"Male",50,"50-54","45-54","Male",40,"center","Umbria","italian","high school"
740,"Female",29,"25-29","25-34","Female",20,"center","Marche","italian","high school"
1060,"Female",64,"60-64","55-64","Female",25,"center","Toscana","italian","middle school"
1600,"Male",38,"35-39","35-44","Male",40,"nord","Veneto","italian","professional high school"
1200,"Male",54,"50-54","45-54","Male",40,"center","Toscana","italian","middle school"
1560,"Male",45,"45-49","45-54","Male",40,"south","Basilicata","italian","middle school"
900,"Male",28,"25-29","25-34","Male",23,"nord","Emilia Romagna","italian","college or more"
1530,"Male",44,"40-44","35-44","Male",40,"nord","Lombardia","italian","middle school"
2300,"Male",60,"60-64","55-64","Male",40,"center","Marche","italian","high school"
1350,"Female",30,"30-34","25-34","Female",40,"nord","Veneto","italian","high school"
1600,"Female",36,"35-39","35-44","Female",24,"nord","Piemonte","italian","college or more"
800,"Male",49,"45-49","45-54","Male",21,"south","Calabria","italian","professional high school"
